epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,267.433,1.15605,1.45804,1.1662,0.99321,0.5,0.5502,0.31813,1.59968,2.90334,1.75672,0.0012278,0.0012278,0.0012278
41,275.264,1.1012,1.49227,1.14578,0.74427,0.58333,0.54379,0.36677,1.50729,2.83575,1.63851,0.001208,0.001208,0.001208
42,284.329,1.0935,1.63841,1.15443,1,0.41248,0.43667,0.28291,1.31283,2.26813,1.38004,0.0011882,0.0011882,0.0011882
43,293.197,1.00033,1.23337,1.05657,1,0.41589,0.49766,0.3306,1.27742,2.12597,1.34104,0.0011684,0.0011684,0.0011684
44,301.548,1.02738,1.30003,1.0827,0.68357,0.41667,0.36063,0.21525,1.23568,2.49093,1.36555,0.0011486,0.0011486,0.0011486
45,311.069,1.20055,1.51776,1.24781,0.70053,0.25,0.23045,0.15038,1.22563,2.53189,1.30768,0.0011288,0.0011288,0.0011288
46,319.951,1.10023,1.38908,1.14937,0.5379,0.33333,0.29721,0.16618,1.3791,2.54815,1.38815,0.001109,0.001109,0.001109
47,328.583,1.02379,1.35913,1.10935,0.37875,0.33333,0.25292,0.1396,1.42778,2.71086,1.39669,0.0010892,0.0010892,0.0010892
48,337.758,1.20393,1.45099,1.18848,0.45084,0.16667,0.14419,0.0779,1.33837,2.72363,1.37788,0.0010694,0.0010694,0.0010694
49,346.584,0.99153,1.38801,1.07458,0.81114,0.16667,0.18666,0.10331,1.34037,2.59891,1.37528,0.0010496,0.0010496,0.0010496
50,355.107,1.08888,1.22821,1.18011,0.88735,0.16667,0.21301,0.10746,1.30289,2.47147,1.35247,0.0010298,0.0010298,0.0010298
51,365.196,0.99415,1.09602,1.13965,0.89286,0.16667,0.25894,0.14642,1.29041,2.40115,1.31726,0.00101,0.00101,0.00101
52,374.554,1.06052,1.2225,1.07948,0.97189,0.5,0.49574,0.33145,1.23215,1.89297,1.32226,0.0009902,0.0009902,0.0009902
53,384.149,0.95479,1.22542,1.12544,0.97177,0.66667,0.66548,0.45875,1.18563,1.78806,1.30271,0.0009704,0.0009704,0.0009704
54,393.304,1.04204,1.19389,1.09102,0.78843,0.41667,0.43536,0.27924,1.18276,2.0269,1.27915,0.0009506,0.0009506,0.0009506
55,402.274,1.0041,1.22533,1.10962,0.65896,0.41667,0.38766,0.25451,1.20135,2.00861,1.31585,0.0009308,0.0009308,0.0009308
56,412.279,0.9813,1.11395,1.12273,1,0.57649,0.6231,0.48846,1.05248,1.82407,1.19684,0.000911,0.000911,0.000911
57,422.378,1.02238,1.18803,1.06349,0.88585,0.66667,0.67028,0.48934,1.09326,1.82983,1.21412,0.0008912,0.0008912,0.0008912
58,431.814,0.82041,0.95867,1.06252,1,0.65302,0.66819,0.47975,1.22682,1.8531,1.29035,0.0008714,0.0008714,0.0008714
59,441.118,0.87724,0.95066,1.03857,0.96399,0.58333,0.58784,0.42653,1.35017,1.94251,1.35402,0.0008516,0.0008516,0.0008516
60,449.691,0.90979,1.08268,1.06547,0.71017,0.66667,0.64956,0.45495,1.32685,2.16101,1.35497,0.0008318,0.0008318,0.0008318
61,458.028,0.85675,0.95403,1.07092,0.85073,0.5,0.65773,0.44183,1.34133,2.14915,1.40968,0.000812,0.000812,0.000812
62,466.154,0.82729,0.9043,0.99214,0.69807,0.58333,0.63417,0.3979,1.39764,2.14011,1.44621,0.0007922,0.0007922,0.0007922
63,474.478,0.84048,0.97871,1.07434,0.76243,0.58333,0.62164,0.39814,1.41909,2.11441,1.42653,0.0007724,0.0007724,0.0007724
64,483.927,0.81001,1.01993,1.04972,0.7175,0.58333,0.63895,0.38819,1.32548,2.25903,1.32952,0.0007526,0.0007526,0.0007526
65,492.648,0.8837,0.93194,1.05565,0.97565,0.5,0.59857,0.37958,1.32837,2.29067,1.30291,0.0007328,0.0007328,0.0007328
66,500.459,0.9128,0.93547,1.04733,0.96965,0.5,0.60349,0.38742,1.24284,2.2116,1.27454,0.000713,0.000713,0.000713
67,508.893,0.88725,0.95412,1.03419,0.97322,0.5,0.59755,0.4139,1.22228,2.14653,1.26589,0.0006932,0.0006932,0.0006932
68,516.169,0.81781,0.98153,1.00776,0.97389,0.5,0.61158,0.42721,1.20722,1.92436,1.29244,0.0006734,0.0006734,0.0006734
69,523.785,0.81181,0.89043,0.97853,0.95519,0.5,0.62111,0.42253,1.19047,1.89406,1.32487,0.0006536,0.0006536,0.0006536
70,532.64,0.83465,0.89284,1.05023,1,0.49542,0.56794,0.37453,1.26598,1.87563,1.33474,0.0006338,0.0006338,0.0006338
71,540.45,0.92032,0.97079,1.08519,0.92229,0.5,0.62879,0.43463,1.32657,1.82617,1.31859,0.000614,0.000614,0.000614
72,548.998,0.83655,0.91711,1.00929,0.68966,0.58333,0.62943,0.42632,1.36687,1.83522,1.32877,0.0005942,0.0005942,0.0005942
73,556.718,0.79037,0.87578,1.0245,0.68151,0.58333,0.60106,0.4108,1.37624,1.84458,1.32433,0.0005744,0.0005744,0.0005744
74,563.527,0.86508,0.90189,1.0195,0.69838,0.5793,0.60319,0.41173,1.34587,1.82176,1.2953,0.0005546,0.0005546,0.0005546
75,570.972,0.75099,0.88328,0.99127,0.69984,0.58294,0.61936,0.41292,1.35302,1.81147,1.2906,0.0005348,0.0005348,0.0005348
76,578.073,0.79499,0.90334,1.03362,0.97816,0.58333,0.65796,0.44498,1.40485,1.66968,1.30277,0.000515,0.000515,0.000515
77,585.461,0.79173,0.84614,0.99613,0.97756,0.58333,0.65026,0.43118,1.43491,1.65214,1.31671,0.0004952,0.0004952,0.0004952
