epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,319.429,1.70543,2.45258,1.34667,0.28376,0.1875,0.09406,0.04357,2.43969,3.3854,1.63365,0.00101645,0.00101645,0.00101645
16,337.705,1.71075,2.28018,1.40908,0.26136,0.125,0.0363,0.01929,2.23376,3.42909,1.5464,0.00107289,0.00107289,0.00107289
17,356.408,1.7124,2.02621,1.40563,0.14195,0.125,0.02892,0.01463,2.31791,3.33392,1.6174,0.00112774,0.00112774,0.00112774
18,371.979,1.76598,2.30668,1.41524,0.37032,0.125,0.06312,0.02979,2.34003,3.62444,1.60597,0.00118101,0.00118101,0.00118101
19,389.741,1.52981,1.95461,1.30686,0.59826,0.125,0.08402,0.03802,2.34275,3.67949,1.55704,0.0012327,0.0012327,0.0012327
20,414.181,1.48152,1.86387,1.2021,0.49558,0.125,0.10599,0.05955,2.40865,3.3927,1.57492,0.0012828,0.0012828,0.0012828
21,430.561,1.8096,2.05705,1.38266,0.58645,0.125,0.10604,0.05942,2.3129,3.41215,1.54418,0.00133132,0.00133132,0.00133132
22,446.955,1.58907,2.00392,1.34855,0.85492,0.125,0.12758,0.06471,2.26851,4.444,1.51873,0.00137825,0.00137825,0.00137825
23,465.916,1.5987,1.95229,1.2991,0.73243,0.125,0.12772,0.06395,2.39527,5.57334,1.55671,0.0014236,0.0014236,0.0014236
24,496.7,1.53212,1.91241,1.24781,0.2256,0.1875,0.14484,0.04195,2.62878,4.09255,1.71759,0.00146737,0.00146737,0.00146737
25,520.458,1.50688,1.78128,1.3118,0.35777,0.1875,0.07526,0.01249,2.72584,3.78075,1.76989,0.00150955,0.00150955,0.00150955
26,543.706,1.73341,1.94951,1.35091,0.24998,0.1875,0.0533,0.00913,2.69012,3.90424,1.77731,0.001505,0.001505,0.001505
27,561.757,1.62319,1.84155,1.34805,0.16345,0.125,0.03025,0.00947,2.53914,4.02865,1.74218,0.0014852,0.0014852,0.0014852
28,580.317,1.5348,1.73469,1.31998,0.42757,0.18684,0.08159,0.0291,2.41053,4.17311,1.66817,0.0014654,0.0014654,0.0014654
29,603.782,1.65903,1.84711,1.2873,0.14215,0.1875,0.03784,0.01601,2.33411,3.77398,1.61976,0.0014456,0.0014456,0.0014456
30,618.851,1.53625,1.73102,1.3165,0.26216,0.1875,0.07908,0.0371,2.26665,3.30533,1.58879,0.0014258,0.0014258,0.0014258
31,642.871,1.58977,1.79732,1.35894,0.32443,0.125,0.0697,0.03099,2.31372,2.97796,1.63479,0.001406,0.001406,0.001406
32,663.678,1.39664,1.49111,1.20971,0.38636,0.1875,0.1007,0.04571,2.23938,2.76117,1.578,0.0013862,0.0013862,0.0013862
33,683.757,1.42237,1.54097,1.14957,0.18631,0.1875,0.0693,0.02803,2.08775,2.87301,1.47512,0.0013664,0.0013664,0.0013664
34,705.258,1.23779,1.37818,1.15548,0.25765,0.1875,0.09196,0.0264,2.11248,3.02372,1.50316,0.0013466,0.0013466,0.0013466
35,723.402,1.44634,1.59764,1.22003,0.23777,0.1875,0.06722,0.01431,2.25423,3.14371,1.52807,0.0013268,0.0013268,0.0013268
36,742.696,1.37626,1.35885,1.16205,0.00966,0.25,0.02205,0.00756,2.33836,3.37936,1.56745,0.001307,0.001307,0.001307
37,757.729,1.41621,1.44681,1.18117,0.11428,0.0625,0.01794,0.00933,2.24951,3.39021,1.53633,0.0012872,0.0012872,0.0012872
38,778.205,1.26561,1.37462,1.11528,0.30225,0.0625,0.04204,0.02742,2.10616,3.30383,1.53,0.0012674,0.0012674,0.0012674
39,791.469,1.27691,1.38145,1.17185,0.46848,0.0625,0.05722,0.03332,2.10101,3.06791,1.48526,0.0012476,0.0012476,0.0012476
40,810.383,1.23394,1.42672,1.0856,0.43898,0.0625,0.05092,0.03178,2.10954,2.77694,1.51897,0.0012278,0.0012278,0.0012278
41,827.523,1.21394,1.38336,1.09701,0.20931,0.0625,0.08555,0.04504,2.13054,2.49703,1.50722,0.001208,0.001208,0.001208
42,845.278,1.37528,1.40381,1.15851,0.48705,0.17941,0.1037,0.04788,2.16734,2.48259,1.51663,0.0011882,0.0011882,0.0011882
