epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,418.008,1.94434,3.09963,1.4348,0.479,0.06845,0.07059,0.03437,1.73421,3.32827,1.27261,0.00065942,0.00065942,0.00065942
2,799.124,1.5895,1.93291,1.1803,0.60688,0.19297,0.20498,0.11891,1.61386,1.95958,1.19498,0.00128233,0.00128233,0.00128233
3,2103.21,1.5128,1.61566,1.16011,0.82903,0.26786,0.28539,0.17131,1.48664,2.06909,1.23295,0.00186123,0.00186123,0.00186123
4,2393.95,1.51193,1.46201,1.17715,0.80818,0.46726,0.50501,0.30154,1.43631,1.57699,1.18344,0.001802,0.001802,0.001802
5,2712.89,1.43514,1.34335,1.13643,0.761,0.30357,0.32437,0.20285,1.38592,2.42743,1.17592,0.001736,0.001736,0.001736
6,4794,1.41621,1.26648,1.14319,0.81888,0.69643,0.75984,0.4601,1.43331,1.44492,1.18198,0.00167,0.00167,0.00167
7,5086.99,1.36304,1.18206,1.10433,0.82325,0.73214,0.81872,0.50892,1.3698,1.35727,1.15619,0.001604,0.001604,0.001604
8,5389.75,1.35492,1.14237,1.09776,0.92037,0.79167,0.86943,0.53821,1.34054,1.21745,1.15281,0.001538,0.001538,0.001538
9,5665.28,1.33415,1.10826,1.10807,0.93248,0.80952,0.87249,0.54435,1.38936,1.19191,1.16284,0.001472,0.001472,0.001472
10,5972.44,1.29118,1.00563,1.08281,0.94664,0.78869,0.87115,0.54839,1.36883,1.14503,1.14413,0.001406,0.001406,0.001406
11,6256.06,1.2758,0.98982,1.07283,0.93016,0.79272,0.88337,0.53982,1.38927,1.15218,1.15081,0.00134,0.00134,0.00134
12,6569.14,1.26528,0.97032,1.05839,0.9269,0.79248,0.87681,0.55782,1.27152,1.08151,1.09283,0.001274,0.001274,0.001274
13,6870.23,1.26159,0.96994,1.06514,0.95735,0.80655,0.89239,0.57552,1.28718,1.04583,1.12205,0.001208,0.001208,0.001208
14,7156.07,1.22645,0.90546,1.05523,0.91969,0.74982,0.85362,0.5437,1.33724,1.17943,1.13812,0.001142,0.001142,0.001142
15,7447.34,1.20248,0.82896,1.03079,0.94,0.7927,0.89927,0.59445,1.25422,1.00067,1.1089,0.001076,0.001076,0.001076
16,7722.38,1.17292,0.82788,1.03345,0.92087,0.8313,0.90612,0.58161,1.27725,0.95351,1.11019,0.00101,0.00101,0.00101
17,7993.97,1.16387,0.80445,1.02657,0.91704,0.79762,0.89478,0.58648,1.26877,0.98908,1.09628,0.000944,0.000944,0.000944
18,8293.39,1.16839,0.80894,1.02849,0.92042,0.8244,0.8957,0.57864,1.26658,1.06192,1.11044,0.000878,0.000878,0.000878
19,8593.98,1.15111,0.79267,1.02154,0.9497,0.81845,0.91149,0.60189,1.25637,0.90403,1.09102,0.000812,0.000812,0.000812
20,8901.59,1.13766,0.77456,1.01361,0.93517,0.82143,0.89402,0.59424,1.27699,1.05456,1.11008,0.000746,0.000746,0.000746
21,9232.59,1.14029,0.74823,1.03918,0.92177,0.84162,0.9166,0.59989,1.24246,0.90308,1.09125,0.00068,0.00068,0.00068
22,9520.11,1.07982,0.66357,1.01461,0.93708,0.83333,0.90322,0.59862,1.25204,0.92924,1.07724,0.000614,0.000614,0.000614
23,9810.53,1.08279,0.66474,1.021,0.92599,0.81918,0.90337,0.59707,1.25424,0.98166,1.08467,0.000548,0.000548,0.000548
24,10102.2,1.0681,0.65012,1.01031,0.94902,0.83109,0.92113,0.60931,1.24502,0.90189,1.0692,0.000482,0.000482,0.000482
25,10389.3,1.03653,0.60781,0.9983,0.90133,0.84281,0.90802,0.59786,1.25873,0.93693,1.08634,0.000416,0.000416,0.000416
26,10661.8,1.0192,0.58516,0.99298,0.91979,0.8191,0.90722,0.61221,1.22403,0.95744,1.07122,0.00035,0.00035,0.00035
27,10916,1.00808,0.57571,0.98847,0.92654,0.83036,0.90269,0.61123,1.21504,0.99278,1.06807,0.000284,0.000284,0.000284
28,11176.9,0.9854,0.56412,0.97283,0.90004,0.8575,0.91878,0.61405,1.2367,0.92657,1.0734,0.000218,0.000218,0.000218
29,11442.4,0.97082,0.54376,0.96644,0.9081,0.85284,0.91555,0.6183,1.23027,0.9291,1.07051,0.000152,0.000152,0.000152
30,11708.9,0.96857,0.53986,0.9685,0.91564,0.83987,0.92005,0.62836,1.20749,0.90454,1.06119,8.6e-05,8.6e-05,8.6e-05
