epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,182.815,1.6678,1.94326,1.3542,0.11555,0.3125,0.04736,0.01153,2.73809,3.4325,1.76548,0.0012327,0.0012327,0.0012327
20,191.371,1.61949,1.94718,1.18787,0.11384,0.1875,0.03998,0.00881,2.65174,3.32314,1.71496,0.0012828,0.0012828,0.0012828
21,200.611,1.94766,2.08274,1.46475,0.12812,0.125,0.03479,0.00973,2.59673,3.55219,1.6865,0.00133132,0.00133132,0.00133132
22,209.661,1.57768,1.95017,1.32176,0.06616,0.125,0.02122,0.00637,2.54294,3.5557,1.62013,0.00137825,0.00137825,0.00137825
23,219.179,1.6329,1.89988,1.31796,0.08755,0.125,0.03015,0.01051,2.65362,3.46943,1.67627,0.0014236,0.0014236,0.0014236
24,230.984,1.58404,1.78923,1.30532,0.1499,0.1875,0.05326,0.01423,2.71444,3.55174,1.72747,0.00146737,0.00146737,0.00146737
25,240.474,1.6406,1.82948,1.30761,0.11832,0.125,0.02485,0.00634,2.71353,3.55187,1.72529,0.00150955,0.00150955,0.00150955
26,249.551,1.71101,2.18153,1.36648,0.14426,0.125,0.03114,0.00777,2.6662,3.44603,1.67342,0.001505,0.001505,0.001505
27,257.893,1.71267,1.99889,1.39825,0.31654,0.1875,0.11968,0.03467,2.61297,3.32299,1.64482,0.0014852,0.0014852,0.0014852
28,268.631,1.50398,1.79459,1.23159,0.45529,0.0625,0.04012,0.00826,2.555,3.56207,1.62886,0.0014654,0.0014654,0.0014654
29,278.327,1.79764,1.94207,1.32167,0.44389,0.125,0.06579,0.01397,2.5643,3.58715,1.69048,0.0014456,0.0014456,0.0014456
30,288.461,1.69429,1.99453,1.36417,0.44619,0.125,0.06782,0.01427,2.61961,3.38113,1.78507,0.0014258,0.0014258,0.0014258
31,297.006,1.61977,1.79651,1.43794,0.20564,0.125,0.04833,0.01073,2.62716,2.96831,1.79445,0.001406,0.001406,0.001406
32,307.951,1.42442,1.54649,1.22539,0.0803,0.125,0.04021,0.00603,2.53615,2.99537,1.69007,0.0013862,0.0013862,0.0013862
33,318.64,1.43116,1.68675,1.20216,0.22675,0.125,0.09811,0.05546,2.49284,3.22485,1.69344,0.0013664,0.0013664,0.0013664
34,328.757,1.44242,1.56103,1.24963,0.0083,0.0625,0.00594,0.00182,2.41683,3.43537,1.64109,0.0013466,0.0013466,0.0013466
35,339.527,1.58114,1.57876,1.27133,0.00598,0.0625,0.00581,0.00191,2.36291,3.35735,1.64506,0.0013268,0.0013268,0.0013268
36,352.387,1.45965,1.55321,1.18943,0.04262,0.0625,0.01003,0.00408,2.31555,3.33943,1.66247,0.001307,0.001307,0.001307
37,361.293,1.53158,1.47181,1.20976,0.14337,0.0625,0.02282,0.01171,2.36338,2.96875,1.71494,0.0012872,0.0012872,0.0012872
38,371.363,1.48903,1.56217,1.21118,0.19433,0.0625,0.03618,0.01959,2.47976,3.03189,1.86722,0.0012674,0.0012674,0.0012674
39,380.845,1.30833,1.38927,1.18711,0.15067,0.125,0.02877,0.01309,2.45594,3.19263,1.87575,0.0012476,0.0012476,0.0012476
40,391.578,1.38115,1.46234,1.10722,0.27359,0.0625,0.03651,0.01986,2.40478,3.33118,1.79233,0.0012278,0.0012278,0.0012278
41,401.312,1.42586,1.4348,1.10797,0.32309,0.125,0.06609,0.01531,2.26647,3.40388,1.70285,0.001208,0.001208,0.001208
42,411.331,1.55801,1.67412,1.23855,0.02266,0.125,0.01925,0.00895,2.39002,3.45272,1.77555,0.0011882,0.0011882,0.0011882
43,421.114,1.44665,1.51648,1.29768,0.0067,0.1875,0.01726,0.00606,2.37359,3.25846,1.71946,0.0011684,0.0011684,0.0011684
44,432.006,1.57741,1.49827,1.17511,0.14404,0.125,0.06599,0.02303,2.48439,3.2021,1.72535,0.0011486,0.0011486,0.0011486
45,441.602,1.4761,1.42307,1.17442,0.47128,0.0625,0.06274,0.01688,2.62635,3.295,1.78441,0.0011288,0.0011288,0.0011288
46,453.821,1.44505,1.44829,1.32207,0.46511,0.0625,0.05603,0.01772,2.61985,3.34986,1.85849,0.001109,0.001109,0.001109
47,463.616,1.50044,1.37497,1.19622,0.07174,0.0625,0.01795,0.00486,2.64874,3.30911,1.84675,0.0010892,0.0010892,0.0010892
48,472.769,1.47755,1.46626,1.15049,0.40203,0.0625,0.04446,0.01442,2.63481,3.10897,1.82682,0.0010694,0.0010694,0.0010694
49,482.748,1.41843,1.37524,1.1735,0.45051,0.0625,0.04957,0.01415,2.63336,3.16364,1.86321,0.0010496,0.0010496,0.0010496
50,493.172,1.42831,1.36329,1.14811,0.51811,0.125,0.0974,0.03467,2.60396,3.27565,1.90855,0.0010298,0.0010298,0.0010298
51,502.015,1.24978,1.20256,1.09407,0.00578,0.25,0.02027,0.0078,2.60067,3.53962,1.94899,0.00101,0.00101,0.00101
52,511.564,1.45904,1.29149,1.15263,0.00603,0.25,0.02245,0.00864,2.58637,3.45629,1.90445,0.0009902,0.0009902,0.0009902
53,521.034,1.44901,1.16747,1.08464,0.28539,0.125,0.07935,0.02803,2.51376,3.49919,1.80442,0.0009704,0.0009704,0.0009704
