epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,153.589,1.12596,2.09652,1.20236,0.45137,0.25,0.14227,0.10036,2.14761,8.00192,2.55641,0.0013664,0.0013664,0.0013664
34,159.629,1.18836,1.80743,1.18397,0.47283,0.25,0.14551,0.09948,2.13023,6.17785,2.42372,0.0013466,0.0013466,0.0013466
35,165.641,0.96285,1.66327,1.08572,0.48145,0.25,0.1425,0.09291,1.97376,6.75735,2.12328,0.0013268,0.0013268,0.0013268
36,171.466,0.96198,1.79577,1.13137,0.47721,0.25,0.17089,0.09814,1.87377,6.13378,1.96003,0.001307,0.001307,0.001307
37,177.622,1.04601,1.83992,1.10155,0.47059,0.25,0.16667,0.11811,1.92298,5.84617,2.04173,0.0012872,0.0012872,0.0012872
38,183.656,1.03447,1.69808,1.14082,0.45045,0.25,0.16184,0.13657,1.55846,5.94369,1.66837,0.0012674,0.0012674,0.0012674
39,189.246,1.10684,1.69911,1.16347,0.47992,0.25,0.19402,0.1632,1.31961,4.7215,1.9093,0.0012476,0.0012476,0.0012476
40,194.719,0.98618,1.64244,1.05868,0.65167,0.5,0.48385,0.32709,1.19744,3.87904,1.48818,0.0012278,0.0012278,0.0012278
41,200.753,1.19629,1.82771,1.21123,0.4709,0.75,0.58429,0.34987,1.18483,3.49632,1.60042,0.001208,0.001208,0.001208
42,207.031,0.97833,1.66379,1.11065,0.49486,0.75,0.63859,0.38963,1.22431,3.60017,1.59903,0.0011882,0.0011882,0.0011882
43,213.293,1.11877,1.9184,1.26702,0.47925,0.5,0.43096,0.2812,1.19166,3.98066,1.55139,0.0011684,0.0011684,0.0011684
44,220.376,1.10874,1.83519,1.23494,0.27636,0.5,0.19927,0.13146,1.14792,3.96957,1.49173,0.0011486,0.0011486,0.0011486
45,226.823,0.96109,1.61081,1.13049,0.28977,0.5,0.2462,0.16471,1.16726,3.50721,1.47462,0.0011288,0.0011288,0.0011288
46,233.865,1.10201,1.57877,1.13146,0.44838,0.5,0.27386,0.19023,1.19403,3.3439,1.42802,0.001109,0.001109,0.001109
47,239.773,0.89671,1.39197,1.11514,0.64948,0.47423,0.42091,0.30135,1.04145,3.24622,1.31083,0.0010892,0.0010892,0.0010892
48,246.024,0.95084,1.29022,1.06721,0.65553,0.48329,0.52805,0.37115,1.0848,3.18412,1.29454,0.0010694,0.0010694,0.0010694
49,252.007,0.90852,1.28447,1.07088,0.74207,0.72621,0.68375,0.45603,1.10844,2.96773,1.3163,0.0010496,0.0010496,0.0010496
50,257.818,1.01286,1.35149,1.05967,0.58268,0.75,0.79361,0.55399,1.12915,2.99405,1.39234,0.0010298,0.0010298,0.0010298
51,264.873,0.80866,1.17072,1.06093,0.95156,0.5,0.77,0.46065,1.23358,2.9862,1.49293,0.00101,0.00101,0.00101
52,271.547,0.8694,1.25528,1.12943,0.55629,0.75,0.68667,0.38939,1.32816,3.02958,1.43751,0.0009902,0.0009902,0.0009902
53,278.702,0.82743,1.25976,0.99627,0.42839,0.5,0.67357,0.34139,1.26023,3.18785,1.29298,0.0009704,0.0009704,0.0009704
54,285.96,0.95007,1.23929,1.11374,0.58257,0.5,0.51382,0.27467,1.38166,3.3592,1.35238,0.0009506,0.0009506,0.0009506
55,293.59,0.97986,1.49019,1.10929,0.73887,0.7166,0.64966,0.30863,1.35593,2.9384,1.34659,0.0009308,0.0009308,0.0009308
56,300.077,0.85627,1.30512,1.04931,0.98559,0.75,0.87,0.48005,1.27077,2.45249,1.31599,0.000911,0.000911,0.000911
57,308.094,0.84614,1.04453,1.04616,0.95413,0.75,0.91167,0.5268,1.30642,2.38693,1.43636,0.0008912,0.0008912,0.0008912
58,315.721,0.84106,1.13345,1.04927,0.93292,0.75,0.845,0.51953,1.29735,2.37592,1.50453,0.0008714,0.0008714,0.0008714
59,323.337,0.80958,1.45302,1.03455,0.39232,1,0.61881,0.43792,1.21385,2.51744,1.3641,0.0008516,0.0008516,0.0008516
60,330.602,0.88848,1.24335,1.09117,0.36603,1,0.4475,0.26571,1.28018,2.74905,1.35612,0.0008318,0.0008318,0.0008318
61,336.281,0.82462,1.21478,0.98453,0.52445,0.83558,0.58986,0.35701,1.35327,3.07457,1.36137,0.000812,0.000812,0.000812
62,343.379,0.96816,1.1724,1.24416,0.4521,0.75,0.547,0.30949,1.5085,3.14749,1.43023,0.0007922,0.0007922,0.0007922
63,350.458,0.9198,1.11516,1.01574,0.4903,0.5,0.52805,0.32478,1.55329,3.01542,1.48839,0.0007724,0.0007724,0.0007724
64,357.237,1.00764,1.35015,1.13015,0.61954,0.5,0.53,0.33607,1.47067,2.78499,1.52215,0.0007526,0.0007526,0.0007526
65,365.344,0.83101,1.03144,1.02838,0.42865,1,0.61571,0.41686,1.36658,2.5523,1.5672,0.0007328,0.0007328,0.0007328
66,372.359,1.12196,1.34318,1.17437,0.46085,1,0.66167,0.39212,1.3591,2.47084,1.65172,0.000713,0.000713,0.000713
67,380,0.92069,1.05278,1.11398,0.53527,1,0.69738,0.43281,1.31502,2.51949,1.64631,0.0006932,0.0006932,0.0006932
68,388.261,0.7908,0.90194,1.02091,0.65925,0.97218,0.84917,0.54664,1.31397,2.37826,1.58922,0.0006734,0.0006734,0.0006734
69,394.028,0.76077,0.9819,1.0201,0.74206,0.72618,0.8075,0.49631,1.25311,2.39022,1.47558,0.0006536,0.0006536,0.0006536
70,399.621,0.73974,0.95081,0.97971,1,0.72021,0.88786,0.62148,1.06769,2.21273,1.344,0.0006338,0.0006338,0.0006338
71,405.782,0.81121,0.99808,1.03784,1,0.73304,0.88786,0.62267,1.00351,1.95803,1.30124,0.000614,0.000614,0.000614
72,412.283,0.75177,0.96091,1.01687,0.98769,0.75,0.91167,0.64553,1.01025,1.92564,1.3273,0.0005942,0.0005942,0.0005942
73,417.625,0.88075,1.01074,1.00388,1,0.97044,0.995,0.69553,1.02422,1.92194,1.35825,0.0005744,0.0005744,0.0005744
74,423.655,0.75669,0.92266,0.99622,1,0.99238,0.995,0.63661,1.13535,2.02828,1.45514,0.0005546,0.0005546,0.0005546
75,429.729,0.76134,0.98172,1.00462,0.97357,1,0.995,0.62471,1.2913,2.24108,1.61667,0.0005348,0.0005348,0.0005348
76,434.91,0.75558,0.88506,0.98722,1,0.72901,0.945,0.57653,1.44867,2.36122,1.7443,0.000515,0.000515,0.000515
77,441.353,0.72816,0.86165,0.96761,1,0.66689,0.88786,0.50334,1.47181,2.64343,1.75702,0.0004952,0.0004952,0.0004952
78,448.61,0.68038,0.81423,0.9393,1,0.67511,0.845,0.47181,1.45282,2.6956,1.74574,0.0004754,0.0004754,0.0004754
79,454.937,0.77818,0.9401,0.9761,0.87898,0.75,0.85611,0.47455,1.43144,2.65833,1.76395,0.0004556,0.0004556,0.0004556
80,460.766,0.58509,0.83586,0.9202,1,0.69156,0.87,0.50666,1.40655,2.61925,1.78376,0.0004358,0.0004358,0.0004358
81,467.244,0.63991,0.91717,0.93703,0.52423,0.83481,0.82536,0.4749,1.40328,2.50858,1.82639,0.000416,0.000416,0.000416
82,473.239,0.65458,0.83965,0.9158,1,0.67886,0.91167,0.52958,1.3415,2.31297,1.79487,0.0003962,0.0003962,0.0003962
83,479.155,0.66393,0.82702,0.98325,1,0.73119,0.91167,0.52958,1.31877,2.12049,1.78958,0.0003764,0.0003764,0.0003764
84,485.701,0.68746,0.8924,0.93186,0.95621,0.75,0.91167,0.52958,1.2757,2.13906,1.74076,0.0003566,0.0003566,0.0003566
85,491.36,0.76276,1.0203,1.07386,0.94765,0.75,0.91167,0.54207,1.27137,2.16002,1.71827,0.0003368,0.0003368,0.0003368
86,496.311,0.78818,0.94572,1.02756,0.93692,0.75,0.91167,0.57524,1.29647,2.15887,1.72259,0.000317,0.000317,0.000317
87,501.476,0.63728,0.8685,0.93219,0.78715,0.93576,0.945,0.62606,1.34054,2.07056,1.74016,0.0002972,0.0002972,0.0002972
88,507.17,0.64158,0.86149,0.92934,0.79301,0.96504,0.945,0.61608,1.35827,2.05443,1.74252,0.0002774,0.0002774,0.0002774
89,513.412,0.6159,0.77694,0.96048,0.79636,0.98182,0.895,0.54383,1.3823,2.01079,1.76462,0.0002576,0.0002576,0.0002576
90,518.908,0.59081,0.78936,0.93588,0.79385,0.96923,0.895,0.54383,1.45872,1.99036,1.86863,0.0002378,0.0002378,0.0002378
91,525.437,0.43893,1.12329,0.88918,0.78384,0.91919,0.895,0.51885,1.55137,2.00361,1.98519,0.000218,0.000218,0.000218
92,531.23,0.50751,0.89698,0.88518,0.63923,1,0.84917,0.49426,1.58196,1.99669,2.00278,0.0001982,0.0001982,0.0001982
93,536.177,0.49229,0.87904,0.85573,0.62902,1,0.84917,0.49426,1.61168,2.01183,2.00077,0.0001784,0.0001784,0.0001784
94,541.688,0.47579,0.83404,0.90684,0.62539,0.84523,0.84917,0.49654,1.59321,2.13545,1.94798,0.0001586,0.0001586,0.0001586
95,546.943,0.51553,0.96542,0.91269,1,0.73031,0.945,0.53532,1.52817,2.32943,1.85606,0.0001388,0.0001388,0.0001388
96,552.46,0.47781,0.83151,0.84651,0.97379,1,0.995,0.5807,1.45697,2.48127,1.76875,0.000119,0.000119,0.000119
97,557.666,0.45178,0.81471,0.88096,1,0.62956,0.995,0.58105,1.39588,2.57391,1.7085,9.92e-05,9.92e-05,9.92e-05
98,563.065,0.32324,2.23212,0.65463,1,0.49802,0.995,0.59658,1.36395,2.60738,1.67448,7.94e-05,7.94e-05,7.94e-05
99,567.814,0.48566,1.00114,0.88029,1,0.49786,0.995,0.63808,1.35505,2.63245,1.66337,5.96e-05,5.96e-05,5.96e-05
100,572.379,0.57122,0.92561,0.9374,1,0.4983,0.995,0.61524,1.3742,2.64191,1.66796,3.98e-05,3.98e-05,3.98e-05
