epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,289.098,1.13662,1.49452,1.1414,0.17204,0.33333,0.1003,0.05856,1.65309,4.3131,1.5314,0.0012872,0.0012872,0.0012872
38,298.905,1.23872,1.79924,1.27881,0.23644,0.16667,0.08592,0.03974,1.7838,4.37213,1.65823,0.0012674,0.0012674,0.0012674
39,307.725,1.23758,1.59731,1.22972,0.12344,0.16667,0.07272,0.03437,1.77947,4.04981,1.66963,0.0012476,0.0012476,0.0012476
40,316.061,1.17047,1.59038,1.19224,0.39643,0.25,0.14755,0.07914,1.58256,3.39874,1.56419,0.0012278,0.0012278,0.0012278
41,327.497,1.14676,1.39411,1.1467,0.38137,0.16667,0.13256,0.10232,1.44598,3.21046,1.52338,0.001208,0.001208,0.001208
42,337.611,1.06371,1.37539,1.15126,0.61908,0.40746,0.33925,0.23336,1.29873,2.86147,1.41304,0.0011882,0.0011882,0.0011882
43,347.497,1.06566,1.35515,1.1261,0.91899,0.25,0.29663,0.20869,1.17267,2.70829,1.36237,0.0011684,0.0011684,0.0011684
44,357.126,1.14445,1.57057,1.16216,0.23453,0.08333,0.13778,0.09432,1.30826,3.05178,1.52288,0.0011486,0.0011486,0.0011486
45,365.478,1.09644,1.45972,1.20926,1,0.15756,0.18459,0.11261,1.49622,3.2709,1.67546,0.0011288,0.0011288,0.0011288
46,374.9,1.05733,1.32432,1.13029,0.4718,0.25,0.25633,0.18023,1.39235,2.9751,1.55195,0.001109,0.001109,0.001109
47,385.483,1.06419,1.23942,1.1581,0.2395,0.25,0.19368,0.1385,1.39978,2.89939,1.51565,0.0010892,0.0010892,0.0010892
48,395.61,1.01218,1.25273,1.06202,0.69277,0.5,0.53696,0.40895,1.26897,2.38999,1.40947,0.0010694,0.0010694,0.0010694
49,405.36,1.0135,1.18537,1.08357,0.8292,0.40634,0.39912,0.31493,1.2586,2.21236,1.39542,0.0010496,0.0010496,0.0010496
50,415.812,0.99349,1.21435,1.07535,0.98043,0.41667,0.4527,0.37741,1.24807,2.03901,1.33504,0.0010298,0.0010298,0.0010298
51,428.237,1.02041,1.24949,1.12174,1,0.49767,0.55301,0.42963,1.25031,2.111,1.30027,0.00101,0.00101,0.00101
52,439.066,0.93803,1.11303,1.09343,1,0.31615,0.33571,0.27898,1.29846,2.44843,1.35831,0.0009902,0.0009902,0.0009902
53,450.089,0.93406,1.12201,1.03589,0.53999,0.33333,0.28576,0.21846,1.37267,2.63294,1.45357,0.0009704,0.0009704,0.0009704
54,461.5,1.06241,1.34129,1.18542,0.67394,0.41667,0.46903,0.30888,1.40498,2.61191,1.50626,0.0009506,0.0009506,0.0009506
55,473.942,0.93638,1.14102,1.01801,0.6717,0.1717,0.27723,0.21489,1.49057,2.68967,1.60951,0.0009308,0.0009308,0.0009308
56,483.169,0.92788,1.04326,1.06452,0.57201,0.11934,0.2065,0.16793,1.38637,2.50153,1.57258,0.000911,0.000911,0.000911
57,494.128,0.91719,1.13504,1.03644,0.86878,0.33333,0.42836,0.29408,1.27134,2.4236,1.41067,0.0008912,0.0008912,0.0008912
58,504.421,0.94513,1.06954,1.06598,0.971,0.08333,0.1423,0.12046,1.30255,2.53408,1.38682,0.0008714,0.0008714,0.0008714
59,515.244,0.90299,1.08903,1.00657,0.98331,0.25,0.34202,0.20428,1.29418,2.61942,1.38562,0.0008516,0.0008516,0.0008516
60,526.662,1.01917,1.07622,1.04428,0.98197,0.33333,0.44884,0.31194,1.32063,2.46135,1.39574,0.0008318,0.0008318,0.0008318
61,536.26,0.90928,1.06178,1.0422,0.7083,0.5,0.53861,0.37874,1.38319,2.40302,1.41803,0.000812,0.000812,0.000812
62,547.7,0.92851,1.04739,1.06472,0.767,0.58333,0.55919,0.37551,1.3931,2.37043,1.41919,0.0007922,0.0007922,0.0007922
63,557.336,0.87791,0.91684,1.01861,0.64509,0.33333,0.33494,0.22558,1.36545,2.28034,1.39936,0.0007724,0.0007724,0.0007724
64,567.357,0.86658,1.10884,1.0708,0.99651,0.41667,0.57054,0.38147,1.38153,2.1039,1.39725,0.0007526,0.0007526,0.0007526
65,577.057,0.95395,1.12472,1.03862,0.80915,0.41667,0.53379,0.36658,1.36758,2.13616,1.39614,0.0007328,0.0007328,0.0007328
66,586.94,0.88726,1.11702,1.02074,0.63223,0.58333,0.52293,0.34876,1.36089,2.21648,1.3663,0.000713,0.000713,0.000713
67,595.727,0.84348,0.97802,1.00572,0.62576,0.58333,0.51571,0.35712,1.38925,2.36321,1.39428,0.0006932,0.0006932,0.0006932
68,606.742,0.83814,0.92323,0.97916,0.56343,0.5,0.51134,0.32073,1.44594,2.38732,1.43192,0.0006734,0.0006734,0.0006734
69,614.912,0.74348,1.00047,0.97896,0.74578,0.49015,0.48954,0.33176,1.48827,2.55097,1.50854,0.0006536,0.0006536,0.0006536
70,624.612,0.8981,0.96907,1.07381,0.65655,0.5,0.45709,0.3104,1.50099,2.57953,1.51578,0.0006338,0.0006338,0.0006338
71,633.571,1.00449,1.02199,1.06621,0.73035,0.5,0.45807,0.31704,1.4717,2.5768,1.48856,0.000614,0.000614,0.000614
72,643.032,0.86351,0.87352,1.01548,0.97155,0.41667,0.48796,0.34336,1.3557,2.32433,1.41693,0.0005942,0.0005942,0.0005942
73,651.701,0.70013,0.83789,0.94215,0.97212,0.41667,0.50529,0.36382,1.32058,2.25851,1.39018,0.0005744,0.0005744,0.0005744
74,661.267,0.77134,0.96489,1.00479,0.92615,0.41667,0.51878,0.37981,1.3147,2.1459,1.39038,0.0005546,0.0005546,0.0005546
75,672.379,0.85998,0.88303,1.06322,0.81938,0.41667,0.56098,0.41419,1.26219,2.12863,1.34818,0.0005348,0.0005348,0.0005348
76,681.308,0.7644,0.80846,0.97054,0.77774,0.58321,0.62623,0.45487,1.26004,2.14414,1.35289,0.000515,0.000515,0.000515
77,688.842,0.74368,0.80276,0.95687,0.84983,0.58333,0.64864,0.46945,1.28415,2.04582,1.36875,0.0004952,0.0004952,0.0004952
78,697.222,0.64388,0.72389,0.96128,0.85775,0.58333,0.6681,0.48606,1.29266,1.9313,1.38256,0.0004754,0.0004754,0.0004754
79,706.675,0.73865,0.7743,0.99242,0.8613,0.58333,0.69475,0.50287,1.28478,1.81452,1.37973,0.0004556,0.0004556,0.0004556
80,716.487,0.76524,0.8251,0.95295,0.95964,0.58333,0.72835,0.50171,1.24584,1.68891,1.34755,0.0004358,0.0004358,0.0004358
81,726.583,0.78674,0.83527,0.98422,0.97799,0.58333,0.72477,0.50007,1.24584,1.7011,1.32571,0.000416,0.000416,0.000416
82,734.8,0.73209,0.84,0.97869,0.97115,0.58333,0.70229,0.50966,1.24439,1.71219,1.31612,0.0003962,0.0003962,0.0003962
83,745.39,0.66173,0.67934,0.92,0.96349,0.58333,0.67892,0.49014,1.2441,1.74749,1.32443,0.0003764,0.0003764,0.0003764
84,755.392,0.74568,0.78632,0.94115,1,0.5789,0.66782,0.46119,1.32055,1.847,1.36296,0.0003566,0.0003566,0.0003566
85,766.414,0.773,0.76638,0.94681,0.7639,0.58333,0.65869,0.45648,1.35138,1.87688,1.38521,0.0003368,0.0003368,0.0003368
86,775.056,0.71586,0.75213,0.97472,0.7641,0.58333,0.66226,0.46924,1.35816,1.85231,1.38417,0.000317,0.000317,0.000317
87,781.356,0.75446,0.78844,0.99573,0.97443,0.5,0.66566,0.46824,1.35833,1.86346,1.38735,0.0002972,0.0002972,0.0002972
88,789.045,0.71478,0.70151,0.92718,0.98054,0.5,0.67321,0.4658,1.31853,1.83736,1.36056,0.0002774,0.0002774,0.0002774
89,794.683,0.64567,0.67815,0.92406,0.87339,0.57582,0.69184,0.48162,1.30212,1.78286,1.3404,0.0002576,0.0002576,0.0002576
90,802.138,0.89343,1.14071,1.01323,1,0.57804,0.69858,0.4792,1.27597,1.75144,1.33734,0.0002378,0.0002378,0.0002378
91,809.908,0.63121,0.88256,0.88979,1,0.58225,0.71056,0.50821,1.2484,1.73661,1.32593,0.000218,0.000218,0.000218
92,818.088,0.58143,0.74535,0.92179,1,0.58034,0.73309,0.50781,1.21638,1.6995,1.33596,0.0001982,0.0001982,0.0001982
93,823.709,0.70669,0.77909,0.97735,1,0.57779,0.73984,0.5155,1.20284,1.70371,1.34146,0.0001784,0.0001784,0.0001784
94,830.136,0.59816,0.76546,0.8789,1,0.57605,0.7446,0.51542,1.19898,1.7239,1.3461,0.0001586,0.0001586,0.0001586
95,837.29,0.58572,0.68995,0.87671,0.76567,0.66667,0.73941,0.51043,1.18795,1.75073,1.34505,0.0001388,0.0001388,0.0001388
96,843.518,0.59321,0.89822,0.90356,0.78222,0.66667,0.74236,0.5252,1.17494,1.78044,1.34368,0.000119,0.000119,0.000119
97,848.854,0.58893,0.74374,0.92368,0.79666,0.65413,0.74236,0.52521,1.16412,1.7889,1.34141,9.92e-05,9.92e-05,9.92e-05
98,855.773,0.56669,0.75087,0.88526,0.61794,0.66667,0.7311,0.52394,1.15078,1.80285,1.34048,7.94e-05,7.94e-05,7.94e-05
99,862.529,0.54745,0.71766,0.89072,0.87116,0.5654,0.74066,0.53411,1.14527,1.78896,1.3375,5.96e-05,5.96e-05,5.96e-05
100,869.088,0.53138,0.69548,0.86949,0.74549,0.73348,0.74953,0.54547,1.14022,1.78009,1.3302,3.98e-05,3.98e-05,3.98e-05
